input,label,formula_latex,context_text,problem_opt,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt,problem_raw
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, 9\,\frac{9}{10} [SEP] The problem is 22/11 x 9/9. The student response is 9 9/10. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for multiplication. [SEP]",po-c,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 9\,\frac{9}{10}",The problem is 22/11 x 9/9. The student response is 9 9/10. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for multiplication.,MUL FRAC 22 11 FRAC 9 9,"9\,\frac{9}{10}","\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 9\,\frac{9}{10}",ADD INT 9 FRAC 9 10,MUL FRAC 22 11 FRAC 9 9 EQ ADD INT 9 FRAC 9 10,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, 15\,\frac{1}{2} [SEP] The problem is 22/11 x 9/9. The student response is 15 1/2. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 15\,\frac{1}{2}",The problem is 22/11 x 9/9. The student response is 15 1/2. Other property-of-operation handling that does not follow the standard algorithm.,MUL FRAC 22 11 FRAC 9 9,"15\,\frac{1}{2}","\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 15\,\frac{1}{2}",ADD INT 15 FRAC 1 2,MUL FRAC 22 11 FRAC 9 9 EQ ADD INT 15 FRAC 1 2,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, 1\,\frac{1}{10} [SEP] The problem is 22/11 x 9/9. The student response is 1 1/10. Denominator issue: operated across denominators or failed to establish a proper common denominator before multiplication. [SEP]",pf-a,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 1\,\frac{1}{10}",The problem is 22/11 x 9/9. The student response is 1 1/10. Denominator issue: operated across denominators or failed to establish a proper common denominator before multiplication.,MUL FRAC 22 11 FRAC 9 9,"1\,\frac{1}{10}","\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 1\,\frac{1}{10}",ADD INT 1 FRAC 1 10,MUL FRAC 22 11 FRAC 9 9 EQ ADD INT 1 FRAC 1 10,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, 3\,\frac{4}{9} [SEP] The problem is 22/11 x 9/9. The student response is 3 4/9. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for multiplication. [SEP]",pf-b,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 3\,\frac{4}{9}",The problem is 22/11 x 9/9. The student response is 3 4/9. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for multiplication.,MUL FRAC 22 11 FRAC 9 9,"3\,\frac{4}{9}","\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 3\,\frac{4}{9}",ADD INT 3 FRAC 4 9,MUL FRAC 22 11 FRAC 9 9 EQ ADD INT 3 FRAC 4 9,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{18}{1} [SEP] The problem is 22/11 x 9/9. The student response is 18/1. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{18}{1}",The problem is 22/11 x 9/9. The student response is 18/1. Numerator issue: operated on numerators in isolation from denominators.,MUL FRAC 22 11 FRAC 9 9,\frac{18}{1},"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{18}{1}",FRAC 18 1,MUL FRAC 22 11 FRAC 9 9 EQ FRAC 18 1,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, 3\,\frac{4}{9} [SEP] The problem is 22/11 x 9/9. The student response is 3 4/9. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 3\,\frac{4}{9}",The problem is 22/11 x 9/9. The student response is 3 4/9. Other numerator-only handling that breaks the fraction-computation procedure.,MUL FRAC 22 11 FRAC 9 9,"3\,\frac{4}{9}","\frac{22}{11} \, \times \, \frac{9}{9} \,=\, 3\,\frac{4}{9}",ADD INT 3 FRAC 4 9,MUL FRAC 22 11 FRAC 9 9 EQ ADD INT 3 FRAC 4 9,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{13}{99} [SEP] The problem is 22/11 x 9/9. The student response is 13/99. Used denominator product in a context of multiplication where equal denominators are required. [SEP]",pf-e,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{13}{99}",The problem is 22/11 x 9/9. The student response is 13/99. Used denominator product in a context of multiplication where equal denominators are required.,MUL FRAC 22 11 FRAC 9 9,\frac{13}{99},"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{13}{99}",FRAC 13 99,MUL FRAC 22 11 FRAC 9 9 EQ FRAC 13 99,22/11 x 9/9
"[CLS] \frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{3}{1} [SEP] The problem is 22/11 x 9/9. The student response is 3/1. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{3}{1}",The problem is 22/11 x 9/9. The student response is 3/1. Arithmetic slip: local integer/computation error likely occurred.,MUL FRAC 22 11 FRAC 9 9,\frac{3}{1},"\frac{22}{11} \, \times \, \frac{9}{9} \,=\, \frac{3}{1}",FRAC 3 1,MUL FRAC 22 11 FRAC 9 9 EQ FRAC 3 1,22/11 x 9/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{19}{21} [SEP] The problem is 18/12 - 1/9. The student response is 19/21. Likely a conversion issue: bundling whole and fractional parts, then operating across them during subtraction. [SEP]",conv-a,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{19}{21}","The problem is 18/12 - 1/9. The student response is 19/21. Likely a conversion issue: bundling whole and fractional parts, then operating across them during subtraction.",SUB FRAC 18 12 FRAC 1 9,\frac{19}{21},"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{19}{21}",FRAC 19 21,SUB FRAC 18 12 FRAC 1 9 EQ FRAC 19 21,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 13\,\frac{1}{2} [SEP] The problem is 18/12 - 1/9. The student response is 13 1/2. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing subtraction correctly. [SEP]",conv-b,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 13\,\frac{1}{2}",The problem is 18/12 - 1/9. The student response is 13 1/2. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing subtraction correctly.,SUB FRAC 18 12 FRAC 1 9,"13\,\frac{1}{2}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 13\,\frac{1}{2}",ADD INT 13 FRAC 1 2,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 13 FRAC 1 2,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{7}{12} [SEP] The problem is 18/12 - 1/9. The student response is 1 7/12. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for subtraction. [SEP]",conv-c,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{7}{12}","The problem is 18/12 - 1/9. The student response is 1 7/12. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for subtraction.",SUB FRAC 18 12 FRAC 1 9,"1\,\frac{7}{12}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{7}{12}",ADD INT 1 FRAC 7 12,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 1 FRAC 7 12,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{17}{21} [SEP] The problem is 18/12 - 1/9. The student response is 17/21. Conversion behavior present but not matching common patterns; representation changed before carrying out subtraction. [SEP]",conv-d,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{17}{21}",The problem is 18/12 - 1/9. The student response is 17/21. Conversion behavior present but not matching common patterns; representation changed before carrying out subtraction.,SUB FRAC 18 12 FRAC 1 9,\frac{17}{21},"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{17}{21}",FRAC 17 21,SUB FRAC 18 12 FRAC 1 9 EQ FRAC 17 21,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, -1\,\frac{7}{18} [SEP] The problem is 18/12 - 1/9. The student response is -1 7/18. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, -1\,\frac{7}{18}",The problem is 18/12 - 1/9. The student response is -1 7/18. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,SUB FRAC 18 12 FRAC 1 9,"-1\,\frac{7}{18}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, -1\,\frac{7}{18}",SUB INT 0 ADD INT 1 FRAC 7 18,SUB FRAC 18 12 FRAC 1 9 EQ SUB INT 0 ADD INT 1 FRAC 7 18,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{18}{25} [SEP] The problem is 18/12 - 1/9. The student response is 18/25. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{18}{25}",The problem is 18/12 - 1/9. The student response is 18/25. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,SUB FRAC 18 12 FRAC 1 9,\frac{18}{25},"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{18}{25}",FRAC 18 25,SUB FRAC 18 12 FRAC 1 9 EQ FRAC 18 25,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{6}{7} [SEP] The problem is 18/12 - 1/9. The student response is 6/7. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for subtraction. [SEP]",po-c,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{6}{7}",The problem is 18/12 - 1/9. The student response is 6/7. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for subtraction.,SUB FRAC 18 12 FRAC 1 9,\frac{6}{7},"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{6}{7}",FRAC 6 7,SUB FRAC 18 12 FRAC 1 9 EQ FRAC 6 7,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 6\,\frac{1}{3} [SEP] The problem is 18/12 - 1/9. The student response is 6 1/3. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 6\,\frac{1}{3}",The problem is 18/12 - 1/9. The student response is 6 1/3. Other property-of-operation handling that does not follow the standard algorithm.,SUB FRAC 18 12 FRAC 1 9,"6\,\frac{1}{3}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 6\,\frac{1}{3}",ADD INT 6 FRAC 1 3,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 6 FRAC 1 3,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{6}{7} [SEP] The problem is 18/12 - 1/9. The student response is 6/7. Denominator issue: operated across denominators or failed to establish a proper common denominator before subtraction. [SEP]",pf-a,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{6}{7}",The problem is 18/12 - 1/9. The student response is 6/7. Denominator issue: operated across denominators or failed to establish a proper common denominator before subtraction.,SUB FRAC 18 12 FRAC 1 9,\frac{6}{7},"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{6}{7}",FRAC 6 7,SUB FRAC 18 12 FRAC 1 9 EQ FRAC 6 7,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 2\,\frac{1}{9} [SEP] The problem is 18/12 - 1/9. The student response is 2 1/9. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for subtraction. [SEP]",pf-b,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 2\,\frac{1}{9}",The problem is 18/12 - 1/9. The student response is 2 1/9. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for subtraction.,SUB FRAC 18 12 FRAC 1 9,"2\,\frac{1}{9}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 2\,\frac{1}{9}",ADD INT 2 FRAC 1 9,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 2 FRAC 1 9,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{1}{2} [SEP] The problem is 18/12 - 1/9. The student response is 1 1/2. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{1}{2}",The problem is 18/12 - 1/9. The student response is 1 1/2. Numerator issue: operated on numerators in isolation from denominators.,SUB FRAC 18 12 FRAC 1 9,"1\,\frac{1}{2}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{1}{2}",ADD INT 1 FRAC 1 2,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 1 FRAC 1 2,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 2\,\frac{1}{9} [SEP] The problem is 18/12 - 1/9. The student response is 2 1/9. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 2\,\frac{1}{9}",The problem is 18/12 - 1/9. The student response is 2 1/9. Other numerator-only handling that breaks the fraction-computation procedure.,SUB FRAC 18 12 FRAC 1 9,"2\,\frac{1}{9}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 2\,\frac{1}{9}",ADD INT 2 FRAC 1 9,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 2 FRAC 1 9,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{17}{108} [SEP] The problem is 18/12 - 1/9. The student response is 17/108. Used denominator product in a context of subtraction where equal denominators are required. [SEP]",pf-e,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{17}{108}",The problem is 18/12 - 1/9. The student response is 17/108. Used denominator product in a context of subtraction where equal denominators are required.,SUB FRAC 18 12 FRAC 1 9,\frac{17}{108},"\frac{18}{12} \, - \, \frac{1}{9} \,=\, \frac{17}{108}",FRAC 17 108,SUB FRAC 18 12 FRAC 1 9 EQ FRAC 17 108,18/12 - 1/9
"[CLS] \frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{4}{9} [SEP] The problem is 18/12 - 1/9. The student response is 1 4/9. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{4}{9}",The problem is 18/12 - 1/9. The student response is 1 4/9. Arithmetic slip: local integer/computation error likely occurred.,SUB FRAC 18 12 FRAC 1 9,"1\,\frac{4}{9}","\frac{18}{12} \, - \, \frac{1}{9} \,=\, 1\,\frac{4}{9}",ADD INT 1 FRAC 4 9,SUB FRAC 18 12 FRAC 1 9 EQ ADD INT 1 FRAC 4 9,18/12 - 1/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 3\,\frac{3}{8} [SEP] The problem is 3/7 x 5 6/9. The student response is 3 3/8. Likely a conversion issue: bundling whole and fractional parts, then operating across them during multiplication. [SEP]",conv-a,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 3\,\frac{3}{8}","The problem is 3/7 x 5 6/9. The student response is 3 3/8. Likely a conversion issue: bundling whole and fractional parts, then operating across them during multiplication.",MUL FRAC 3 7 ADD INT 5 FRAC 6 9,"3\,\frac{3}{8}","\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 3\,\frac{3}{8}",ADD INT 3 FRAC 3 8,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ ADD INT 3 FRAC 3 8,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 7\,\frac{2}{7} [SEP] The problem is 3/7 x 5 6/9. The student response is 7 2/7. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing multiplication correctly. [SEP]",conv-b,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 7\,\frac{2}{7}",The problem is 3/7 x 5 6/9. The student response is 7 2/7. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing multiplication correctly.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,"7\,\frac{2}{7}","\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 7\,\frac{2}{7}",ADD INT 7 FRAC 2 7,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ ADD INT 7 FRAC 2 7,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 7\,\frac{5}{7} [SEP] The problem is 3/7 x 5 6/9. The student response is 7 5/7. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for multiplication. [SEP]",conv-c,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 7\,\frac{5}{7}","The problem is 3/7 x 5 6/9. The student response is 7 5/7. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for multiplication.",MUL FRAC 3 7 ADD INT 5 FRAC 6 9,"7\,\frac{5}{7}","\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 7\,\frac{5}{7}",ADD INT 7 FRAC 5 7,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ ADD INT 7 FRAC 5 7,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -\frac{3}{1} [SEP] The problem is 3/7 x 5 6/9. The student response is -3/1. Conversion behavior present but not matching common patterns; representation changed before carrying out multiplication. [SEP]",conv-d,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -\frac{3}{1}",The problem is 3/7 x 5 6/9. The student response is -3/1. Conversion behavior present but not matching common patterns; representation changed before carrying out multiplication.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,-\frac{3}{1},"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -\frac{3}{1}",FRAC -3 1,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ FRAC -3 1,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -2\,\frac{3}{7} [SEP] The problem is 3/7 x 5 6/9. The student response is -2 3/7. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -2\,\frac{3}{7}",The problem is 3/7 x 5 6/9. The student response is -2 3/7. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,"-2\,\frac{3}{7}","\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -2\,\frac{3}{7}",SUB INT 0 ADD INT 2 FRAC 3 7,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ SUB INT 0 ADD INT 2 FRAC 3 7,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{7}{17} [SEP] The problem is 3/7 x 5 6/9. The student response is 7/17. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{7}{17}",The problem is 3/7 x 5 6/9. The student response is 7/17. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,\frac{7}{17},"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{7}{17}",FRAC 7 17,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ FRAC 7 17,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 9\,\frac{9}{16} [SEP] The problem is 3/7 x 5 6/9. The student response is 9 9/16. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for multiplication. [SEP]",po-c,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 9\,\frac{9}{16}",The problem is 3/7 x 5 6/9. The student response is 9 9/16. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for multiplication.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,"9\,\frac{9}{16}","\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 9\,\frac{9}{16}",ADD INT 9 FRAC 9 16,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ ADD INT 9 FRAC 9 16,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -\frac{27}{1} [SEP] The problem is 3/7 x 5 6/9. The student response is -27/1. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -\frac{27}{1}",The problem is 3/7 x 5 6/9. The student response is -27/1. Other property-of-operation handling that does not follow the standard algorithm.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,-\frac{27}{1},"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, -\frac{27}{1}",FRAC -27 1,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ FRAC -27 1,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{3}{16} [SEP] The problem is 3/7 x 5 6/9. The student response is 3/16. Denominator issue: operated across denominators or failed to establish a proper common denominator before multiplication. [SEP]",pf-a,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{3}{16}",The problem is 3/7 x 5 6/9. The student response is 3/16. Denominator issue: operated across denominators or failed to establish a proper common denominator before multiplication.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,\frac{3}{16},"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{3}{16}",FRAC 3 16,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ FRAC 3 16,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{6}{1} [SEP] The problem is 3/7 x 5 6/9. The student response is 6/1. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for multiplication. [SEP]",pf-b,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{6}{1}",The problem is 3/7 x 5 6/9. The student response is 6/1. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for multiplication.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,\frac{6}{1},"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, \frac{6}{1}",FRAC 6 1,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ FRAC 6 1,3/7 x 5 6/9
"[CLS] \frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 21\,\frac{6}{7} [SEP] The problem is 3/7 x 5 6/9. The student response is 21 6/7. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 21\,\frac{6}{7}",The problem is 3/7 x 5 6/9. The student response is 21 6/7. Numerator issue: operated on numerators in isolation from denominators.,MUL FRAC 3 7 ADD INT 5 FRAC 6 9,"21\,\frac{6}{7}","\frac{3}{7} \, \times \, 5\,\frac{6}{9} \,=\, 21\,\frac{6}{7}",ADD INT 21 FRAC 6 7,MUL FRAC 3 7 ADD INT 5 FRAC 6 9 EQ ADD INT 21 FRAC 6 7,3/7 x 5 6/9
