problem_latex,context_text,problem_opt,input_text,label,problem_raw,student_answer,facet_mech,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 24/41.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, \frac{24}{41} [SEP] The problem is 4 5/9 x 3/8. The student response is 24/41. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",po-b,4 5/9 x 3/8,24/41,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{24}{41},"4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, \frac{24}{41}",FRAC 24 41,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ FRAC 24 41
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 7 4/17.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 7\,\frac{4}{17} [SEP] The problem is 4 5/9 x 3/8. The student response is 7 4/17. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",po-c,4 5/9 x 3/8,7 4/17,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"7\,\frac{4}{17}","4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 7\,\frac{4}{17}",MIX 7 FRAC 4 17,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ MIX 7 FRAC 4 17
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 44/1.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, \frac{44}{1} [SEP] The problem is 4 5/9 x 3/8. The student response is 44/1. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",po-d,4 5/9 x 3/8,44/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,\frac{44}{1},"4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, \frac{44}{1}",FRAC 44 1,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ FRAC 44 1
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 2 7/17.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 2\,\frac{7}{17} [SEP] The problem is 4 5/9 x 3/8. The student response is 2 7/17. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",pf-a,4 5/9 x 3/8,2 7/17,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,"2\,\frac{7}{17}","4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 2\,\frac{7}{17}",MIX 2 FRAC 7 17,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ MIX 2 FRAC 7 17
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 5 1/2.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 5\,\frac{1}{2} [SEP] The problem is 4 5/9 x 3/8. The student response is 5 1/2. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",pf-b,4 5/9 x 3/8,5 1/2,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"5\,\frac{1}{2}","4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 5\,\frac{1}{2}",MIX 5 FRAC 1 2,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ MIX 5 FRAC 1 2
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 13 2/3.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 13\,\frac{2}{3} [SEP] The problem is 4 5/9 x 3/8. The student response is 13 2/3. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",pf-c,4 5/9 x 3/8,13 2/3,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"13\,\frac{2}{3}","4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 13\,\frac{2}{3}",MIX 13 FRAC 2 3,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ MIX 13 FRAC 2 3
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 5 1/2.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 5\,\frac{1}{2} [SEP] The problem is 4 5/9 x 3/8. The student response is 5 1/2. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",pf-d,4 5/9 x 3/8,5 1/2,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"5\,\frac{1}{2}","4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 5\,\frac{1}{2}",MIX 5 FRAC 1 2,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ MIX 5 FRAC 1 2
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 19/36.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, \frac{19}{36} [SEP] The problem is 4 5/9 x 3/8. The student response is 19/36. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",pf-e,4 5/9 x 3/8,19/36,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{19}{36},"4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, \frac{19}{36}",FRAC 19 36,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ FRAC 19 36
"4\,\frac{5}{9} \, \times \, \frac{3}{8}",The problem is 4 5/9 x 3/8. The student response is 1 3/4.,MUL MIX 4 FRAC 5 9 FRAC 3 8,"[CLS] 4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 1\,\frac{3}{4} [SEP] The problem is 4 5/9 x 3/8. The student response is 1 3/4. [SEP] MUL MIX 4 FRAC 5 9 FRAC 3 8 [SEP]",a,4 5/9 x 3/8,1 3/4,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,"1\,\frac{3}{4}","4\,\frac{5}{9} \, \times \, \frac{3}{8} \,=\, 1\,\frac{3}{4}",MIX 1 FRAC 3 4,MUL MIX 4 FRAC 5 9 FRAC 3 8 EQ MIX 1 FRAC 3 4
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 1 17/20.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 1\,\frac{17}{20} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 1 17/20. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",conv-a,3/6 ÷ 2 6/14,1 17/20,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{17}{20}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 1\,\frac{17}{20}",MIX 1 FRAC 17 20,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 1 FRAC 17 20
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 1 3/14.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 1\,\frac{3}{14} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 1 3/14. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",conv-b,3/6 ÷ 2 6/14,1 3/14,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,"1\,\frac{3}{14}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 1\,\frac{3}{14}",MIX 1 FRAC 3 14,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 1 FRAC 3 14
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 6 1/6.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 6\,\frac{1}{6} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 6 1/6. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",conv-c,3/6 ÷ 2 6/14,6 1/6,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"6\,\frac{1}{6}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 6\,\frac{1}{6}",MIX 6 FRAC 1 6,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 6 FRAC 1 6
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is -1 11/20.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -1\,\frac{11}{20} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is -1 11/20. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",conv-d,3/6 ÷ 2 6/14,-1 11/20,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"-1\,\frac{11}{20}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -1\,\frac{11}{20}",-MIX 1 FRAC 11 20,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ -MIX 1 FRAC 11 20
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is -7/34.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -\frac{7}{34} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is -7/34. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",po-a,3/6 ÷ 2 6/14,-7/34,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,-\frac{7}{34},"\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -\frac{7}{34}",FRAC -7 34,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ FRAC -7 34
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 4 6/7.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 4\,\frac{6}{7} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 4 6/7. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",po-b,3/6 ÷ 2 6/14,4 6/7,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,"4\,\frac{6}{7}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 4\,\frac{6}{7}",MIX 4 FRAC 6 7,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 4 FRAC 6 7
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 5 1/10.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 5\,\frac{1}{10} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 5 1/10. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",po-c,3/6 ÷ 2 6/14,5 1/10,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"5\,\frac{1}{10}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 5\,\frac{1}{10}",MIX 5 FRAC 1 10,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 5 FRAC 1 10
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is -4 5/8.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -4\,\frac{5}{8} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is -4 5/8. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",po-d,3/6 ÷ 2 6/14,-4 5/8,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-4\,\frac{5}{8}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -4\,\frac{5}{8}",-MIX 4 FRAC 5 8,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ -MIX 4 FRAC 5 8
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 3/20.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, \frac{3}{20} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 3/20. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",pf-a,3/6 ÷ 2 6/14,3/20,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{3}{20},"\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, \frac{3}{20}",FRAC 3 20,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ FRAC 3 20
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 2 9/14.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 2\,\frac{9}{14} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 2 9/14. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",pf-b,3/6 ÷ 2 6/14,2 9/14,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"2\,\frac{9}{14}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 2\,\frac{9}{14}",MIX 2 FRAC 9 14,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 2 FRAC 9 14
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 17/1.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, \frac{17}{1} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 17/1. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",pf-c,3/6 ÷ 2 6/14,17/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{17}{1},"\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, \frac{17}{1}",FRAC 17 1,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ FRAC 17 1
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 2 9/14.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 2\,\frac{9}{14} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 2 9/14. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",pf-d,3/6 ÷ 2 6/14,2 9/14,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"2\,\frac{9}{14}","\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, 2\,\frac{9}{14}",MIX 2 FRAC 9 14,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ MIX 2 FRAC 9 14
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is -31/84.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -\frac{31}{84} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is -31/84. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",pf-e,3/6 ÷ 2 6/14,-31/84,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,-\frac{31}{84},"\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, -\frac{31}{84}",FRAC -31 84,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ FRAC -31 84
"\frac{3}{6} \, \div \, 2\,\frac{6}{14}",The problem is 3/6 ÷ 2 6/14. The student response is 4/17.,DIV FRAC 3 6 MIX 2 FRAC 6 14,"[CLS] \frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, \frac{4}{17} [SEP] The problem is 3/6 ÷ 2 6/14. The student response is 4/17. [SEP] DIV FRAC 3 6 MIX 2 FRAC 6 14 [SEP]",a,3/6 ÷ 2 6/14,4/17,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,\frac{4}{17},"\frac{3}{6} \, \div \, 2\,\frac{6}{14} \,=\, \frac{4}{17}",FRAC 4 17,DIV FRAC 3 6 MIX 2 FRAC 6 14 EQ FRAC 4 17
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 3/8.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{3}{8} [SEP] The problem is 1/5 x 2/3. The student response is 3/8. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",conv-a,1/5 x 2/3,3/8,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,\frac{3}{8},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{3}{8}",FRAC 3 8,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 3 8
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 2/15.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{2}{15} [SEP] The problem is 1/5 x 2/3. The student response is 2/15. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",conv-b,1/5 x 2/3,2/15,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{2}{15},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{2}{15}",FRAC 2 15,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 2 15
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 3/5.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{3}{5} [SEP] The problem is 1/5 x 2/3. The student response is 3/5. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",conv-c,1/5 x 2/3,3/5,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,\frac{3}{5},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{3}{5}",FRAC 3 5,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 3 5
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is -1/8.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, -\frac{1}{8} [SEP] The problem is 1/5 x 2/3. The student response is -1/8. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",conv-d,1/5 x 2/3,-1/8,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,-\frac{1}{8},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, -\frac{1}{8}",FRAC -1 8,MUL FRAC 1 5 FRAC 2 3 EQ FRAC -1 8
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is -2/15.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, -\frac{2}{15} [SEP] The problem is 1/5 x 2/3. The student response is -2/15. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",po-a,1/5 x 2/3,-2/15,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,-\frac{2}{15},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, -\frac{2}{15}",FRAC -2 15,MUL FRAC 1 5 FRAC 2 3 EQ FRAC -2 15
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 7 1/2.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, 7\,\frac{1}{2} [SEP] The problem is 1/5 x 2/3. The student response is 7 1/2. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",po-b,1/5 x 2/3,7 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,"7\,\frac{1}{2}","\frac{1}{5} \, \times \, \frac{2}{3} \,=\, 7\,\frac{1}{2}",MIX 7 FRAC 1 2,MUL FRAC 1 5 FRAC 2 3 EQ MIX 7 FRAC 1 2
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 1/4.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{1}{4} [SEP] The problem is 1/5 x 2/3. The student response is 1/4. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",po-c,1/5 x 2/3,1/4,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,\frac{1}{4},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{1}{4}",FRAC 1 4,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 1 4
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 1 1/2.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, 1\,\frac{1}{2} [SEP] The problem is 1/5 x 2/3. The student response is 1 1/2. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",po-d,1/5 x 2/3,1 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,"1\,\frac{1}{2}","\frac{1}{5} \, \times \, \frac{2}{3} \,=\, 1\,\frac{1}{2}",MIX 1 FRAC 1 2,MUL FRAC 1 5 FRAC 2 3 EQ MIX 1 FRAC 1 2
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 1/8.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{1}{8} [SEP] The problem is 1/5 x 2/3. The student response is 1/8. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",pf-a,1/5 x 2/3,1/8,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{1}{8},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{1}{8}",FRAC 1 8,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 1 8
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 1/1.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{1}{1} [SEP] The problem is 1/5 x 2/3. The student response is 1/1. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",pf-b,1/5 x 2/3,1/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,\frac{1}{1},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{1}{1}",FRAC 1 1,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 1 1
"\frac{1}{5} \, \times \, \frac{2}{3}",The problem is 1/5 x 2/3. The student response is 2/5.,MUL FRAC 1 5 FRAC 2 3,"[CLS] \frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{2}{5} [SEP] The problem is 1/5 x 2/3. The student response is 2/5. [SEP] MUL FRAC 1 5 FRAC 2 3 [SEP]",pf-c,1/5 x 2/3,2/5,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{2}{5},"\frac{1}{5} \, \times \, \frac{2}{3} \,=\, \frac{2}{5}",FRAC 2 5,MUL FRAC 1 5 FRAC 2 3 EQ FRAC 2 5
